room_id,bed_id,care_center_id
r-idn-iii-4534,b-idn-3267,cc-idn-1
r-idn-iii-4537,b-idn-3268,cc-idn-1
r-idn-ii-7039,b-idn-3274,cc-idn-2
r-idn-iii-5336,b-idn-3284,cc-idn-2
r-idn-vvip-2878,b-idn-3295,cc-idn-2
r-idn-ii-2871,b-idn-3305,cc-idn-1
r-idn-vvip-7631,b-idn-3306,cc-idn-2
r-idn-vip-9342,b-idn-3307,cc-idn-2
r-idn-iii-2765,b-idn-3308,cc-idn-2
r-idn-iii-8213,b-idn-3309,cc-idn-2
r-idn-iii-6960,b-idn-3321,cc-idn-1
r-idn-iii-9780,b-idn-3322,cc-idn-1
r-idn-ii-6753,b-idn-3324,cc-idn-2
r-idn-iii-5191,b-idn-3326,cc-idn-1
r-idn-iii-6618,b-idn-3327,cc-idn-2
r-idn-i-6845,b-idn-3338,cc-idn-2
r-idn-vvip-0704,b-idn-3339,cc-idn-1
r-idn-iii-2952,b-idn-3344,cc-idn-2
r-idn-i-8834,b-idn-3351,cc-idn-1
r-idn-vip-3701,b-idn-3357,cc-idn-1
r-idn-i-5220,b-idn-3369,cc-idn-1
r-idn-iii-7957,b-idn-3373,cc-idn-2
r-idn-ii-4910,b-idn-3386,cc-idn-1
r-idn-vip-8458,b-idn-3391,cc-idn-2
r-idn-i-9237,b-idn-3399,cc-idn-2
r-idn-i-9703,b-idn-3407,cc-idn-2
r-idn-vip-5133,b-idn-3415,cc-idn-2
r-idn-iii-7552,b-idn-3425,cc-idn-2
r-idn-ii-8669,b-idn-3447,cc-idn-1
r-idn-iii-3904,b-idn-3447,cc-idn-1
r-idn-iii-6223,b-idn-3449,cc-idn-1
r-idn-iii-4441,b-idn-3450,cc-idn-1
r-idn-ii-6681,b-idn-3450,cc-idn-2
r-idn-vvip-3108,b-idn-3461,cc-idn-2
r-idn-iii-4584,b-idn-3465,cc-idn-1
r-idn-ii-5942,b-idn-3473,cc-idn-2
r-idn-iii-6084,b-idn-3478,cc-idn-1
r-idn-ii-2533,b-idn-3483,cc-idn-1
r-idn-vip-0695,b-idn-3488,cc-idn-2
r-idn-i-8858,b-idn-3495,cc-idn-1
r-idn-i-2335,b-idn-3498,cc-idn-1
r-idn-ii-1025,b-idn-3510,cc-idn-1
r-idn-vip-8843,b-idn-3513,cc-idn-1
r-idn-vvip-0492,b-idn-3513,cc-idn-1
r-idn-iii-3905,b-idn-3521,cc-idn-1
r-idn-iii-0499,b-idn-3531,cc-idn-2
r-idn-iii-0999,b-idn-3539,cc-idn-2
r-idn-i-8036,b-idn-3542,cc-idn-1
r-idn-vip-4186,b-idn-3543,cc-idn-2
r-idn-i-6143,b-idn-3545,cc-idn-2
r-idn-vip-8151,b-idn-3551,cc-idn-2
r-idn-ii-7629,b-idn-3561,cc-idn-2
r-idn-iii-7441,b-idn-3575,cc-idn-1
r-idn-iii-2270,b-idn-3577,cc-idn-1
r-idn-ii-2876,b-idn-3580,cc-idn-1
r-idn-vip-7038,b-idn-3583,cc-idn-2
r-idn-ii-7469,b-idn-3589,cc-idn-1
r-idn-ii-3291,b-idn-3590,cc-idn-1
r-idn-ii-7304,b-idn-3594,cc-idn-2
r-idn-i-8128,b-idn-3605,cc-idn-1
r-idn-i-7243,b-idn-3612,cc-idn-2
r-idn-iii-4859,b-idn-3619,cc-idn-1
r-idn-ii-7824,b-idn-3626,cc-idn-2
r-idn-i-2636,b-idn-3641,cc-idn-1
r-idn-iii-8793,b-idn-3648,cc-idn-1
r-idn-ii-5912,b-idn-3650,cc-idn-1
r-idn-iii-2648,b-idn-3651,cc-idn-1
r-idn-vvip-4472,b-idn-3659,cc-idn-2
r-idn-iii-1558,b-idn-3666,cc-idn-2
r-idn-ii-0085,b-idn-3670,cc-idn-1
r-idn-ii-2724,b-idn-3672,cc-idn-2
r-idn-ii-4067,b-idn-3674,cc-idn-2
r-idn-vip-0559,b-idn-3676,cc-idn-2
r-idn-ii-7172,b-idn-3685,cc-idn-1
r-idn-iii-0963,b-idn-3686,cc-idn-1
r-idn-vip-2705,b-idn-3690,cc-idn-1
r-idn-i-5357,b-idn-3695,cc-idn-2
r-idn-iii-2311,b-idn-3698,cc-idn-2
r-idn-ii-9577,b-idn-3702,cc-idn-2
r-idn-vvip-0685,b-idn-3704,cc-idn-1
r-idn-vip-0256,b-idn-3711,cc-idn-2
r-idn-ii-3301,b-idn-3715,cc-idn-2
r-idn-iii-8176,b-idn-3716,cc-idn-2
r-idn-vip-3764,b-idn-3732,cc-idn-1
r-idn-vvip-2506,b-idn-3738,cc-idn-2
r-idn-vvip-2347,b-idn-3768,cc-idn-2
r-idn-iii-0003,b-idn-3769,cc-idn-2
r-idn-i-0991,b-idn-3771,cc-idn-2
r-idn-ii-2453,b-idn-3774,cc-idn-2
r-idn-ii-5505,b-idn-3774,cc-idn-1
r-idn-ii-7745,b-idn-3780,cc-idn-1
r-idn-iii-3695,b-idn-3783,cc-idn-1
r-idn-iii-5873,b-idn-3790,cc-idn-1
r-idn-vvip-3123,b-idn-3791,cc-idn-2
r-idn-iii-2311,b-idn-3796,cc-idn-2
r-idn-iii-4584,b-idn-3804,cc-idn-1
r-idn-vvip-5332,b-idn-3805,cc-idn-2
r-idn-iii-1002,b-idn-3813,cc-idn-2
r-idn-iii-7321,b-idn-3820,cc-idn-1
r-idn-iii-1208,b-idn-3829,cc-idn-1
r-idn-ii-9988,b-idn-3831,cc-idn-1
r-idn-iii-8213,b-idn-3840,cc-idn-2
r-idn-iii-1609,b-idn-3840,cc-idn-1
r-idn-ii-6815,b-idn-3841,cc-idn-1
r-idn-vip-4229,b-idn-3843,cc-idn-2
r-idn-iii-2918,b-idn-3846,cc-idn-2
r-idn-iii-8735,b-idn-3849,cc-idn-1
r-idn-ii-3132,b-idn-3850,cc-idn-1
r-idn-ii-4884,b-idn-3859,cc-idn-2
r-idn-iii-2517,b-idn-3860,cc-idn-2
r-idn-iii-6062,b-idn-3863,cc-idn-2
r-idn-iii-7300,b-idn-3865,cc-idn-2
r-idn-iii-9336,b-idn-3887,cc-idn-2
r-idn-iii-0511,b-idn-3896,cc-idn-1
r-idn-iii-3584,b-idn-3900,cc-idn-1
r-idn-vvip-8141,b-idn-3904,cc-idn-2
r-idn-ii-0220,b-idn-3932,cc-idn-2
r-idn-ii-8175,b-idn-3935,cc-idn-2
r-idn-iii-5934,b-idn-3941,cc-idn-2
r-idn-iii-5188,b-idn-3944,cc-idn-1
r-idn-ii-5242,b-idn-3957,cc-idn-2
r-idn-iii-7693,b-idn-3982,cc-idn-2
r-idn-i-6173,b-idn-3994,cc-idn-2
r-idn-ii-2682,b-idn-3997,cc-idn-1
r-idn-ii-2531,b-idn-4000,cc-idn-1
r-idn-i-6476,b-idn-4004,cc-idn-2
r-idn-ii-3582,b-idn-4010,cc-idn-1
r-idn-ii-0320,b-idn-4013,cc-idn-2
r-idn-iii-3570,b-idn-4013,cc-idn-2
r-idn-ii-2289,b-idn-4042,cc-idn-1
r-idn-ii-0052,b-idn-4065,cc-idn-1
r-idn-iii-9108,b-idn-4070,cc-idn-1
r-idn-i-9260,b-idn-4085,cc-idn-1
r-idn-iii-6508,b-idn-4093,cc-idn-2
r-idn-iii-8213,b-idn-4096,cc-idn-2
r-idn-vvip-2026,b-idn-4111,cc-idn-2
r-idn-i-4345,b-idn-4120,cc-idn-1
r-idn-vvip-1797,b-idn-4126,cc-idn-1
r-idn-iii-5053,b-idn-4127,cc-idn-2
r-idn-ii-9179,b-idn-4132,cc-idn-1
r-idn-vip-8940,b-idn-4135,cc-idn-1
r-idn-ii-9871,b-idn-4165,cc-idn-1
r-idn-iii-5053,b-idn-4168,cc-idn-2
r-idn-ii-8175,b-idn-4168,cc-idn-2
r-idn-vip-5337,b-idn-4169,cc-idn-2
r-idn-iii-5759,b-idn-4176,cc-idn-2
r-idn-iii-7740,b-idn-4189,cc-idn-1
r-idn-i-4964,b-idn-4195,cc-idn-1
r-idn-iii-4569,b-idn-4198,cc-idn-2
r-idn-ii-0223,b-idn-4199,cc-idn-2
r-idn-iii-0304,b-idn-4200,cc-idn-1
r-idn-iii-2273,b-idn-4204,cc-idn-1
r-idn-i-0495,b-idn-4207,cc-idn-1
r-idn-ii-8386,b-idn-4214,cc-idn-2
r-idn-vip-6149,b-idn-4222,cc-idn-1
r-idn-iii-8576,b-idn-4232,cc-idn-2
r-idn-vip-4079,b-idn-4236,cc-idn-2
r-idn-iii-0876,b-idn-4250,cc-idn-2
r-idn-iii-5037,b-idn-4266,cc-idn-1
r-idn-ii-0758,b-idn-4270,cc-idn-2
r-idn-ii-1025,b-idn-4285,cc-idn-1
r-idn-i-8097,b-idn-4286,cc-idn-1
r-idn-iii-6960,b-idn-4288,cc-idn-1
r-idn-iii-0353,b-idn-4295,cc-idn-2
r-idn-vip-8050,b-idn-4298,cc-idn-1
r-idn-ii-0362,b-idn-4303,cc-idn-1
r-idn-vvip-3590,b-idn-4309,cc-idn-1
r-idn-vvip-3114,b-idn-4310,cc-idn-2
r-idn-iii-9238,b-idn-4320,cc-idn-2
r-idn-iii-1167,b-idn-4327,cc-idn-1
r-idn-vip-4818,b-idn-4336,cc-idn-1
r-idn-iii-0206,b-idn-4349,cc-idn-2
r-idn-iii-8082,b-idn-4355,cc-idn-2
r-idn-i-4034,b-idn-4363,cc-idn-2
r-idn-iii-7441,b-idn-4365,cc-idn-1
r-idn-iii-9301,b-idn-4370,cc-idn-1
r-idn-ii-5451,b-idn-4374,cc-idn-1
r-idn-ii-8994,b-idn-4381,cc-idn-2
r-idn-ii-5196,b-idn-4382,cc-idn-2
r-idn-iii-6593,b-idn-4385,cc-idn-2
r-idn-iii-0111,b-idn-4386,cc-idn-1
r-idn-iii-6011,b-idn-4388,cc-idn-2
r-idn-iii-6062,b-idn-4397,cc-idn-2
r-idn-vvip-9853,b-idn-4403,cc-idn-1
r-idn-i-6320,b-idn-4406,cc-idn-1
r-idn-ii-0758,b-idn-4410,cc-idn-2
r-idn-ii-2724,b-idn-4411,cc-idn-2
r-idn-iii-5988,b-idn-4413,cc-idn-1
r-idn-i-2565,b-idn-4427,cc-idn-1
r-idn-i-2076,b-idn-4439,cc-idn-2
r-idn-ii-3368,b-idn-4447,cc-idn-2
r-idn-ii-1976,b-idn-4478,cc-idn-1
r-idn-vip-1843,b-idn-4480,cc-idn-2
r-idn-iii-8237,b-idn-4489,cc-idn-1
r-idn-vvip-0451,b-idn-4489,cc-idn-2
r-idn-i-2432,b-idn-4490,cc-idn-1
r-idn-vip-8082,b-idn-4492,cc-idn-1
r-idn-ii-2394,b-idn-4497,cc-idn-1
r-idn-vvip-9417,b-idn-4498,cc-idn-2
r-idn-vip-3599,b-idn-4519,cc-idn-1
r-idn-iii-3905,b-idn-4521,cc-idn-1
r-idn-i-3996,b-idn-4535,cc-idn-2
r-idn-i-4799,b-idn-4543,cc-idn-1
r-idn-ii-9787,b-idn-4546,cc-idn-2
r-idn-iii-4915,b-idn-4546,cc-idn-2
r-idn-i-3154,b-idn-4552,cc-idn-2
r-idn-iii-0516,b-idn-4560,cc-idn-1
r-idn-ii-7264,b-idn-4567,cc-idn-1
r-idn-ii-5253,b-idn-4574,cc-idn-1
r-idn-iii-9750,b-idn-4589,cc-idn-1
r-idn-i-6969,b-idn-4593,cc-idn-1
r-idn-iii-2647,b-idn-4594,cc-idn-2
r-idn-iii-8817,b-idn-4598,cc-idn-1
r-idn-i-1777,b-idn-4604,cc-idn-2
r-idn-ii-1679,b-idn-4605,cc-idn-2
r-idn-iii-8464,b-idn-4615,cc-idn-1
r-idn-ii-9236,b-idn-4636,cc-idn-1
r-idn-iii-0314,b-idn-4639,cc-idn-2
r-idn-iii-5037,b-idn-4643,cc-idn-1
r-idn-i-9122,b-idn-4651,cc-idn-2
r-idn-iii-5435,b-idn-4658,cc-idn-2
r-idn-ii-3368,b-idn-4669,cc-idn-2
r-idn-ii-1447,b-idn-4688,cc-idn-1
r-idn-iii-4441,b-idn-4691,cc-idn-1
r-idn-vip-3790,b-idn-4697,cc-idn-2
r-idn-iii-8464,b-idn-4704,cc-idn-1
r-idn-ii-3849,b-idn-4709,cc-idn-1
r-idn-vvip-2546,b-idn-4714,cc-idn-1
r-idn-vip-4712,b-idn-4716,cc-idn-2
r-idn-iii-5670,b-idn-4726,cc-idn-2
r-idn-vvip-8991,b-idn-4731,cc-idn-1
r-idn-iii-3288,b-idn-4732,cc-idn-2
r-idn-iii-8576,b-idn-4743,cc-idn-2
r-idn-ii-0698,b-idn-4745,cc-idn-1
r-idn-ii-9415,b-idn-4766,cc-idn-2
r-idn-i-7437,b-idn-4768,cc-idn-2
r-idn-iii-4491,b-idn-4781,cc-idn-1
r-idn-ii-1274,b-idn-4783,cc-idn-2
r-idn-iii-0451,b-idn-4789,cc-idn-1
r-idn-ii-0052,b-idn-4796,cc-idn-1
r-idn-iii-0523,b-idn-4799,cc-idn-1
r-idn-vvip-9477,b-idn-4810,cc-idn-1
r-idn-i-6521,b-idn-4812,cc-idn-2
r-idn-iii-1275,b-idn-4817,cc-idn-1
r-idn-ii-6423,b-idn-4829,cc-idn-2
r-idn-vip-6672,b-idn-4830,cc-idn-2
r-idn-i-7509,b-idn-4832,cc-idn-2
r-idn-vip-5866,b-idn-4867,cc-idn-2
r-idn-iii-6593,b-idn-4869,cc-idn-2
r-idn-ii-2531,b-idn-4873,cc-idn-1
r-idn-iii-7232,b-idn-4884,cc-idn-2
r-idn-vvip-2241,b-idn-4884,cc-idn-1
r-idn-iii-2754,b-idn-4890,cc-idn-1
r-idn-iii-9113,b-idn-4900,cc-idn-1
r-idn-i-5776,b-idn-4906,cc-idn-2
r-idn-ii-6011,b-idn-4910,cc-idn-1
r-idn-vip-2326,b-idn-4922,cc-idn-1
r-idn-ii-8768,b-idn-4923,cc-idn-2
r-idn-iii-0353,b-idn-4930,cc-idn-2
r-idn-vvip-4537,b-idn-4934,cc-idn-1
r-idn-ii-9835,b-idn-4948,cc-idn-2
r-idn-iii-0710,b-idn-4949,cc-idn-2
r-idn-i-2774,b-idn-4959,cc-idn-1
r-idn-ii-7834,b-idn-4967,cc-idn-2
r-idn-i-2645,b-idn-4968,cc-idn-1
r-idn-vvip-1608,b-idn-4986,cc-idn-1
r-idn-ii-6854,b-idn-4989,cc-idn-2
r-idn-ii-2921,b-idn-4996,cc-idn-2
r-idn-ii-4347,b-idn-5007,cc-idn-2
r-idn-vvip-4156,b-idn-5014,cc-idn-2
r-idn-ii-4376,b-idn-5015,cc-idn-2
r-idn-vip-9664,b-idn-5039,cc-idn-1
r-idn-iii-6084,b-idn-5040,cc-idn-1
r-idn-iii-2537,b-idn-5043,cc-idn-1
r-idn-ii-4245,b-idn-5055,cc-idn-2
r-idn-iii-5231,b-idn-5068,cc-idn-1
r-idn-iii-5124,b-idn-5088,cc-idn-2
r-idn-ii-3967,b-idn-5091,cc-idn-1
r-idn-iii-4554,b-idn-5098,cc-idn-1
r-idn-iii-0353,b-idn-5105,cc-idn-2
r-idn-iii-2218,b-idn-5109,cc-idn-1
r-idn-vip-4292,b-idn-5112,cc-idn-2
r-idn-vvip-5509,b-idn-5113,cc-idn-2
r-idn-iii-0999,b-idn-5115,cc-idn-2
r-idn-i-5095,b-idn-5119,cc-idn-1
r-idn-iii-0280,b-idn-5121,cc-idn-1
r-idn-iii-5934,b-idn-5122,cc-idn-2
r-idn-iii-1208,b-idn-5125,cc-idn-1
r-idn-ii-8718,b-idn-5128,cc-idn-1
r-idn-iii-0920,b-idn-5129,cc-idn-1
r-idn-i-1035,b-idn-5136,cc-idn-2
r-idn-vip-3047,b-idn-5141,cc-idn-1
r-idn-iii-0451,b-idn-5148,cc-idn-1
r-idn-i-6047,b-idn-5155,cc-idn-1
r-idn-ii-0888,b-idn-5159,cc-idn-1
r-idn-iii-7740,b-idn-5173,cc-idn-1
r-idn-iii-6591,b-idn-5184,cc-idn-1
r-idn-ii-4291,b-idn-5185,cc-idn-1
r-idn-i-3745,b-idn-5186,cc-idn-1
r-idn-i-2217,b-idn-5196,cc-idn-1
r-idn-ii-6804,b-idn-5204,cc-idn-1
r-idn-vvip-8269,b-idn-5205,cc-idn-2
r-idn-ii-4022,b-idn-5209,cc-idn-1
r-idn-iii-6382,b-idn-5216,cc-idn-1
r-idn-iii-4491,b-idn-5218,cc-idn-1
r-idn-iii-9031,b-idn-5231,cc-idn-1
r-idn-ii-6627,b-idn-5248,cc-idn-1
r-idn-vvip-9548,b-idn-5258,cc-idn-2
r-idn-vvip-9402,b-idn-5260,cc-idn-1
r-idn-ii-8407,b-idn-5268,cc-idn-2
r-idn-i-6413,b-idn-5272,cc-idn-1
r-idn-ii-8243,b-idn-5286,cc-idn-2
r-idn-vip-4198,b-idn-5303,cc-idn-1
r-idn-i-2348,b-idn-5313,cc-idn-1
r-idn-i-8302,b-idn-5322,cc-idn-1
r-idn-iii-9931,b-idn-5326,cc-idn-2
r-idn-ii-7293,b-idn-5331,cc-idn-1
r-idn-ii-5451,b-idn-5333,cc-idn-1
r-idn-ii-6606,b-idn-5357,cc-idn-1
r-idn-iii-6084,b-idn-5360,cc-idn-1
r-idn-iii-9238,b-idn-5363,cc-idn-2
r-idn-i-3152,b-idn-5367,cc-idn-2
r-idn-iii-0499,b-idn-5373,cc-idn-2
r-idn-iii-9931,b-idn-5377,cc-idn-2
r-idn-iii-3751,b-idn-5379,cc-idn-1
r-idn-i-0918,b-idn-5385,cc-idn-1
r-idn-iii-2462,b-idn-5392,cc-idn-1
r-idn-ii-2170,b-idn-5410,cc-idn-2
r-idn-ii-4085,b-idn-5423,cc-idn-1
r-idn-iii-0955,b-idn-5423,cc-idn-2
r-idn-vvip-5637,b-idn-5469,cc-idn-2
r-idn-i-4984,b-idn-5471,cc-idn-2
r-idn-ii-1346,b-idn-5474,cc-idn-2
r-idn-iii-9750,b-idn-5489,cc-idn-1
r-idn-ii-7745,b-idn-5502,cc-idn-1
r-idn-iii-1157,b-idn-5505,cc-idn-1
r-idn-vvip-0232,b-idn-5509,cc-idn-2
r-idn-iii-5191,b-idn-5522,cc-idn-1
r-idn-ii-2805,b-idn-5540,cc-idn-1
r-idn-ii-2533,b-idn-5547,cc-idn-1
r-idn-iii-0359,b-idn-5549,cc-idn-2
r-idn-iii-0111,b-idn-5556,cc-idn-1
r-idn-iii-6494,b-idn-5577,cc-idn-1
r-idn-ii-8664,b-idn-5578,cc-idn-2
r-idn-iii-1708,b-idn-5584,cc-idn-2
r-idn-iii-5419,b-idn-5602,cc-idn-1
r-idn-iii-2273,b-idn-5609,cc-idn-1
r-idn-iii-6205,b-idn-5614,cc-idn-1
r-idn-iii-6980,b-idn-5620,cc-idn-2
r-idn-ii-6815,b-idn-5623,cc-idn-1
r-idn-ii-4585,b-idn-5626,cc-idn-1
r-idn-iii-9361,b-idn-5628,cc-idn-2
r-idn-iii-7933,b-idn-5631,cc-idn-1
r-idn-vip-5810,b-idn-5632,cc-idn-1
r-idn-i-6978,b-idn-5639,cc-idn-1
r-idn-vip-5891,b-idn-5649,cc-idn-2
r-idn-i-3819,b-idn-5669,cc-idn-1
r-idn-vip-5093,b-idn-5672,cc-idn-2
r-idn-i-6254,b-idn-5674,cc-idn-2
r-idn-ii-6710,b-idn-5676,cc-idn-1
r-idn-vip-4290,b-idn-5688,cc-idn-2
r-idn-ii-0361,b-idn-5689,cc-idn-2
r-idn-i-4288,b-idn-5695,cc-idn-2
r-idn-i-6305,b-idn-5696,cc-idn-1
r-idn-vvip-5359,b-idn-5701,cc-idn-2
r-idn-iii-0920,b-idn-5731,cc-idn-1
r-idn-vvip-1245,b-idn-5741,cc-idn-1
r-idn-iii-1138,b-idn-5750,cc-idn-2
r-idn-ii-6283,b-idn-5754,cc-idn-2
r-idn-vvip-8765,b-idn-5759,cc-idn-1
r-idn-vip-5234,b-idn-5759,cc-idn-2
r-idn-iii-6468,b-idn-5767,cc-idn-1
r-idn-ii-4698,b-idn-5768,cc-idn-2
r-idn-vvip-8391,b-idn-5769,cc-idn-2
r-idn-vip-7839,b-idn-5780,cc-idn-2
r-idn-ii-0568,b-idn-5786,cc-idn-2
r-idn-ii-4780,b-idn-5788,cc-idn-2
r-idn-ii-7465,b-idn-5790,cc-idn-2
r-idn-iii-8232,b-idn-5792,cc-idn-1
r-idn-vip-3376,b-idn-5792,cc-idn-2
r-idn-iii-1849,b-idn-5793,cc-idn-1
r-idn-i-2980,b-idn-5797,cc-idn-2
r-idn-vip-9972,b-idn-5807,cc-idn-2
r-idn-iii-8237,b-idn-5814,cc-idn-1
r-idn-iii-9361,b-idn-5815,cc-idn-2
r-idn-ii-1274,b-idn-5818,cc-idn-2
r-idn-ii-6627,b-idn-5819,cc-idn-1
r-idn-iii-3730,b-idn-5820,cc-idn-1
r-idn-iii-0308,b-idn-5822,cc-idn-1
r-idn-ii-5816,b-idn-5823,cc-idn-1
r-idn-iii-6205,b-idn-5831,cc-idn-1
r-idn-vvip-6384,b-idn-5834,cc-idn-1
r-idn-iii-4491,b-idn-5836,cc-idn-1
r-idn-iii-8954,b-idn-5844,cc-idn-2
r-idn-i-7599,b-idn-5846,cc-idn-1
r-idn-ii-5816,b-idn-5865,cc-idn-1
r-idn-vvip-9556,b-idn-5870,cc-idn-1
r-idn-vip-7375,b-idn-5873,cc-idn-2
r-idn-ii-1994,b-idn-5884,cc-idn-1
r-idn-vip-3405,b-idn-5886,cc-idn-1
r-idn-ii-8664,b-idn-5887,cc-idn-2
r-idn-vip-4200,b-idn-5888,cc-idn-1
r-idn-iii-7441,b-idn-5899,cc-idn-1
r-idn-ii-3849,b-idn-5915,cc-idn-1
r-idn-i-8081,b-idn-5916,cc-idn-1
r-idn-ii-2664,b-idn-5920,cc-idn-2
r-idn-ii-0888,b-idn-5923,cc-idn-1
r-idn-i-4702,b-idn-5932,cc-idn-1
r-idn-iii-0448,b-idn-5936,cc-idn-1
r-idn-iii-2908,b-idn-5941,cc-idn-2
r-idn-ii-7990,b-idn-5949,cc-idn-2
r-idn-vvip-1400,b-idn-5951,cc-idn-2
r-idn-iii-7232,b-idn-5954,cc-idn-2
r-idn-vip-7418,b-idn-5956,cc-idn-2
r-idn-i-4644,b-idn-5957,cc-idn-1
r-idn-vvip-2810,b-idn-5963,cc-idn-2
r-idn-i-6148,b-idn-5968,cc-idn-2
r-idn-vvip-1723,b-idn-5970,cc-idn-1
r-idn-iii-6317,b-idn-5977,cc-idn-2
r-idn-ii-4910,b-idn-5989,cc-idn-1
r-idn-vvip-1343,b-idn-5990,cc-idn-1
r-idn-iii-6618,b-idn-5996,cc-idn-2
r-idn-vip-6094,b-idn-6004,cc-idn-1
r-idn-iii-0390,b-idn-6004,cc-idn-1
r-idn-iii-5873,b-idn-6008,cc-idn-1
r-idn-iii-4104,b-idn-6016,cc-idn-1
r-idn-i-8534,b-idn-6016,cc-idn-2
r-idn-vip-4742,b-idn-6021,cc-idn-1
r-idn-vip-6911,b-idn-6030,cc-idn-1
r-idn-ii-3728,b-idn-6031,cc-idn-2
r-idn-vip-9693,b-idn-6045,cc-idn-1
r-idn-iii-3025,b-idn-6054,cc-idn-1
r-idn-iii-5776,b-idn-6061,cc-idn-1
r-idn-ii-8285,b-idn-6069,cc-idn-2
r-idn-iii-0999,b-idn-6070,cc-idn-2
r-idn-vvip-1939,b-idn-6075,cc-idn-2
r-idn-i-3980,b-idn-6076,cc-idn-2
r-idn-iii-7633,b-idn-6077,cc-idn-1
r-idn-ii-6692,b-idn-6091,cc-idn-1
r-idn-ii-0456,b-idn-6091,cc-idn-1
r-idn-iii-6011,b-idn-6094,cc-idn-2
r-idn-ii-4707,b-idn-6097,cc-idn-2
r-idn-i-4006,b-idn-6102,cc-idn-1
r-idn-ii-2421,b-idn-6115,cc-idn-1
r-idn-ii-0134,b-idn-6117,cc-idn-1
r-idn-vip-3650,b-idn-6118,cc-idn-1
r-idn-iii-3695,b-idn-6126,cc-idn-1
r-idn-iii-6317,b-idn-6128,cc-idn-2
r-idn-i-8754,b-idn-6132,cc-idn-1
r-idn-iii-2371,b-idn-6133,cc-idn-1
r-idn-ii-5797,b-idn-6143,cc-idn-1
r-idn-vip-3700,b-idn-6154,cc-idn-2
r-idn-iii-3751,b-idn-6158,cc-idn-1
r-idn-i-4215,b-idn-6167,cc-idn-1
r-idn-ii-9835,b-idn-6170,cc-idn-2
r-idn-ii-7037,b-idn-6178,cc-idn-2
r-idn-i-1905,b-idn-6187,cc-idn-2
r-idn-i-6254,b-idn-6189,cc-idn-1
r-idn-ii-4781,b-idn-6190,cc-idn-2
r-idn-vip-0957,b-idn-6193,cc-idn-1
r-idn-ii-8170,b-idn-6214,cc-idn-2
r-idn-vip-7026,b-idn-6216,cc-idn-2
r-idn-ii-0568,b-idn-6222,cc-idn-2
r-idn-ii-9033,b-idn-6223,cc-idn-1
r-idn-iii-0206,b-idn-6227,cc-idn-2
r-idn-ii-1530,b-idn-6231,cc-idn-1
r-idn-vip-2306,b-idn-6242,cc-idn-2
r-idn-vip-4078,b-idn-6243,cc-idn-2
r-idn-vvip-9334,b-idn-6244,cc-idn-1
r-idn-i-8864,b-idn-6246,cc-idn-2
r-idn-vip-7763,b-idn-6285,cc-idn-2
r-idn-vvip-8364,b-idn-6286,cc-idn-2
r-idn-i-0627,b-idn-6288,cc-idn-1
r-idn-i-7414,b-idn-6289,cc-idn-2
r-idn-vvip-2858,b-idn-6299,cc-idn-1
r-idn-iii-2100,b-idn-6308,cc-idn-2
r-idn-iii-8851,b-idn-6312,cc-idn-2
r-idn-iii-9856,b-idn-6315,cc-idn-2
r-idn-vvip-2221,b-idn-6322,cc-idn-1
r-idn-vvip-1842,b-idn-6326,cc-idn-1
r-idn-ii-6443,b-idn-6327,cc-idn-1
r-idn-vvip-5453,b-idn-6328,cc-idn-2
r-idn-iii-0143,b-idn-6336,cc-idn-2
r-idn-ii-7813,b-idn-6341,cc-idn-2
r-idn-ii-9572,b-idn-6353,cc-idn-2
r-idn-iii-2311,b-idn-6356,cc-idn-2
r-idn-vvip-8992,b-idn-6362,cc-idn-1
r-idn-vvip-8897,b-idn-6365,cc-idn-1
r-idn-vip-8312,b-idn-6383,cc-idn-1
r-idn-ii-6278,b-idn-6384,cc-idn-1
r-idn-iii-0538,b-idn-6385,cc-idn-2
r-idn-vip-4909,b-idn-6394,cc-idn-2
r-idn-i-3658,b-idn-6406,cc-idn-2
r-idn-vip-8964,b-idn-6406,cc-idn-1
r-idn-vvip-4149,b-idn-6412,cc-idn-2
r-idn-ii-9407,b-idn-6416,cc-idn-1
r-idn-iii-1002,b-idn-6421,cc-idn-2
r-idn-vvip-0758,b-idn-6422,cc-idn-1
r-idn-ii-9229,b-idn-6438,cc-idn-2
r-idn-ii-5242,b-idn-6442,cc-idn-2
r-idn-ii-9032,b-idn-6442,cc-idn-1
r-idn-iii-5124,b-idn-6445,cc-idn-2
r-idn-i-2244,b-idn-6446,cc-idn-2
r-idn-iii-8082,b-idn-6447,cc-idn-2
r-idn-vvip-0583,b-idn-6448,cc-idn-2
r-idn-vvip-6711,b-idn-6460,cc-idn-2
r-idn-vip-8722,b-idn-6464,cc-idn-1
r-idn-vip-0863,b-idn-6468,cc-idn-2
r-idn-vvip-8023,b-idn-6472,cc-idn-2
r-idn-iii-2100,b-idn-6473,cc-idn-2
r-idn-vip-9355,b-idn-6474,cc-idn-1
r-idn-iii-6382,b-idn-6476,cc-idn-1
r-idn-i-7434,b-idn-6480,cc-idn-1
r-idn-iii-7321,b-idn-6484,cc-idn-1
r-idn-vip-0952,b-idn-6488,cc-idn-2
r-idn-ii-3476,b-idn-6489,cc-idn-1
r-idn-i-9365,b-idn-6499,cc-idn-1
r-idn-i-7271,b-idn-6504,cc-idn-2
