care_center_id,room_id,room_type,rate
cc-usa-2,r-usa-iii-7349,Class III,59.92
cc-usa-2,r-usa-iii-7499,Class III,59.92
cc-usa-1,r-usa-iii-7534,Class III,109.67
cc-usa-2,r-usa-iii-7594,Class III,59.92
cc-usa-1,r-usa-iii-7625,Class III,109.67
cc-usa-1,r-usa-iii-7677,Class III,109.67
cc-usa-1,r-usa-iii-7755,Class III,109.67
cc-usa-2,r-usa-iii-7880,Class III,59.92
cc-usa-1,r-usa-iii-7901,Class III,109.67
cc-usa-1,r-usa-iii-7905,Class III,109.67
cc-usa-1,r-usa-iii-7925,Class III,109.67
cc-usa-1,r-usa-iii-7963,Class III,109.67
cc-usa-2,r-usa-iii-7980,Class III,59.92
cc-usa-2,r-usa-iii-7997,Class III,59.92
cc-usa-2,r-usa-iii-7998,Class III,59.92
cc-usa-2,r-usa-iii-8028,Class III,59.92
cc-usa-1,r-usa-iii-8028,Class III,109.67
cc-usa-1,r-usa-iii-8264,Class III,109.67
cc-usa-1,r-usa-iii-8314,Class III,109.67
cc-usa-1,r-usa-iii-8327,Class III,109.67
cc-usa-1,r-usa-iii-8384,Class III,109.67
cc-usa-2,r-usa-iii-8432,Class III,59.92
cc-usa-2,r-usa-iii-8570,Class III,59.92
cc-usa-2,r-usa-iii-8621,Class III,59.92
cc-usa-1,r-usa-iii-8693,Class III,109.67
cc-usa-2,r-usa-iii-8694,Class III,59.92
cc-usa-1,r-usa-iii-8703,Class III,109.67
cc-usa-1,r-usa-iii-8707,Class III,109.67
cc-usa-2,r-usa-iii-8749,Class III,59.92
cc-usa-1,r-usa-iii-8771,Class III,109.67
cc-usa-2,r-usa-iii-8784,Class III,59.92
cc-usa-1,r-usa-iii-8833,Class III,109.67
cc-usa-2,r-usa-iii-8872,Class III,59.92
cc-usa-2,r-usa-iii-8882,Class III,59.92
cc-usa-2,r-usa-iii-8902,Class III,59.92
cc-usa-2,r-usa-iii-8945,Class III,59.92
cc-usa-2,r-usa-iii-8962,Class III,59.92
cc-usa-2,r-usa-iii-8975,Class III,59.92
cc-usa-1,r-usa-iii-9008,Class III,109.67
cc-usa-2,r-usa-iii-9078,Class III,59.92
cc-usa-2,r-usa-iii-9084,Class III,59.92
cc-usa-1,r-usa-iii-9231,Class III,109.67
cc-usa-2,r-usa-iii-9267,Class III,59.92
cc-usa-1,r-usa-iii-9278,Class III,109.67
cc-usa-1,r-usa-iii-9356,Class III,109.67
cc-usa-1,r-usa-iii-9387,Class III,109.67
cc-usa-1,r-usa-iii-9604,Class III,109.67
cc-usa-1,r-usa-iii-9649,Class III,109.67
cc-usa-2,r-usa-iii-9672,Class III,59.92
cc-usa-1,r-usa-iii-9678,Class III,109.67
cc-usa-2,r-usa-iii-9701,Class III,59.92
cc-usa-1,r-usa-iii-9709,Class III,109.67
cc-usa-1,r-usa-iii-9767,Class III,109.67
cc-usa-1,r-usa-iii-9775,Class III,109.67
cc-usa-2,r-usa-vip-0050,VIP,581.34
cc-usa-2,r-usa-vip-0071,VIP,581.34
cc-usa-1,r-usa-vip-0364,VIP,583.77
cc-usa-1,r-usa-vip-0400,VIP,583.77
cc-usa-2,r-usa-vip-0545,VIP,581.34
cc-usa-1,r-usa-vip-0555,VIP,583.77
cc-usa-2,r-usa-vip-0642,VIP,581.34
cc-usa-1,r-usa-vip-0670,VIP,583.77
cc-usa-1,r-usa-vip-0783,VIP,583.77
cc-usa-2,r-usa-vip-0905,VIP,581.34
cc-usa-1,r-usa-vip-0986,VIP,583.77
cc-usa-1,r-usa-vip-1027,VIP,583.77
cc-usa-2,r-usa-vip-1133,VIP,581.34
cc-usa-2,r-usa-vip-1171,VIP,581.34
cc-usa-2,r-usa-vip-1185,VIP,581.34
cc-usa-1,r-usa-vip-1241,VIP,583.77
cc-usa-1,r-usa-vip-1268,VIP,583.77
cc-usa-1,r-usa-vip-1305,VIP,583.77
cc-usa-1,r-usa-vip-1359,VIP,583.77
cc-usa-1,r-usa-vip-1387,VIP,583.77
cc-usa-2,r-usa-vip-1432,VIP,581.34
cc-usa-2,r-usa-vip-1489,VIP,581.34
cc-usa-1,r-usa-vip-1497,VIP,583.77
cc-usa-1,r-usa-vip-1527,VIP,583.77
cc-usa-2,r-usa-vip-1579,VIP,581.34
cc-usa-1,r-usa-vip-1579,VIP,583.77
cc-usa-1,r-usa-vip-1641,VIP,583.77
cc-usa-1,r-usa-vip-1714,VIP,583.77
cc-usa-2,r-usa-vip-1865,VIP,581.34
cc-usa-1,r-usa-vip-1885,VIP,583.77
cc-usa-2,r-usa-vip-1908,VIP,581.34
cc-usa-2,r-usa-vip-1947,VIP,581.34
cc-usa-2,r-usa-vip-1955,VIP,581.34
cc-usa-1,r-usa-vip-2131,VIP,583.77
cc-usa-2,r-usa-vip-2179,VIP,581.34
cc-usa-2,r-usa-vip-2208,VIP,581.34
cc-usa-2,r-usa-vip-2306,VIP,581.34
cc-usa-2,r-usa-vip-2357,VIP,581.34
cc-usa-2,r-usa-vip-2415,VIP,581.34
cc-usa-1,r-usa-vip-2427,VIP,583.77
cc-usa-2,r-usa-vip-2467,VIP,581.34
cc-usa-2,r-usa-vip-2485,VIP,581.34
cc-usa-1,r-usa-vip-2554,VIP,583.77
cc-usa-1,r-usa-vip-2606,VIP,583.77
cc-usa-1,r-usa-vip-2707,VIP,583.77
cc-usa-2,r-usa-vip-2733,VIP,581.34
cc-usa-2,r-usa-vip-2751,VIP,581.34
cc-usa-2,r-usa-vip-2819,VIP,581.34
cc-usa-2,r-usa-vip-2920,VIP,581.34
cc-usa-2,r-usa-vip-2965,VIP,581.34
cc-usa-1,r-usa-vip-2978,VIP,583.77
cc-usa-1,r-usa-vip-3028,VIP,583.77
cc-usa-1,r-usa-vip-3050,VIP,583.77
cc-usa-2,r-usa-vip-3089,VIP,581.34
cc-usa-1,r-usa-vip-3140,VIP,583.77
cc-usa-1,r-usa-vip-3142,VIP,583.77
cc-usa-2,r-usa-vip-3201,VIP,581.34
cc-usa-1,r-usa-vip-3217,VIP,583.77
cc-usa-2,r-usa-vip-3270,VIP,581.34
cc-usa-2,r-usa-vip-3293,VIP,581.34
cc-usa-2,r-usa-vip-3369,VIP,581.34
cc-usa-1,r-usa-vip-3411,VIP,583.77
cc-usa-1,r-usa-vip-3431,VIP,583.77
cc-usa-1,r-usa-vip-3496,VIP,583.77
cc-usa-1,r-usa-vip-3513,VIP,583.77
cc-usa-2,r-usa-vip-3536,VIP,581.34
cc-usa-1,r-usa-vip-3654,VIP,583.77
cc-usa-2,r-usa-vip-3746,VIP,581.34
cc-usa-2,r-usa-vip-3759,VIP,581.34
cc-usa-1,r-usa-vip-3762,VIP,583.77
cc-usa-2,r-usa-vip-3829,VIP,581.34
cc-usa-1,r-usa-vip-3953,VIP,583.77
cc-usa-1,r-usa-vip-3979,VIP,583.77
cc-usa-1,r-usa-vip-3985,VIP,583.77
cc-usa-1,r-usa-vip-4035,VIP,583.77
cc-usa-1,r-usa-vip-4095,VIP,583.77
cc-usa-2,r-usa-vip-4123,VIP,581.34
cc-usa-1,r-usa-vip-4149,VIP,583.77
cc-usa-2,r-usa-vip-4234,VIP,581.34
cc-usa-1,r-usa-vip-4281,VIP,583.77
cc-usa-1,r-usa-vip-4288,VIP,583.77
cc-usa-2,r-usa-vip-4315,VIP,581.34
cc-usa-2,r-usa-vip-4391,VIP,581.34
cc-usa-2,r-usa-vip-4445,VIP,581.34
cc-usa-1,r-usa-vip-4447,VIP,583.77
cc-usa-1,r-usa-vip-4527,VIP,583.77
cc-usa-1,r-usa-vip-4598,VIP,583.77
cc-usa-1,r-usa-vip-4609,VIP,583.77
cc-usa-1,r-usa-vip-4648,VIP,583.77
cc-usa-1,r-usa-vip-4660,VIP,583.77
cc-usa-1,r-usa-vip-4665,VIP,583.77
cc-usa-1,r-usa-vip-4719,VIP,583.77
cc-usa-1,r-usa-vip-4830,VIP,583.77
cc-usa-2,r-usa-vip-4932,VIP,581.34
cc-usa-1,r-usa-vip-4947,VIP,583.77
cc-usa-1,r-usa-vip-4964,VIP,583.77
cc-usa-1,r-usa-vip-4984,VIP,583.77
cc-usa-2,r-usa-vip-4988,VIP,581.34
cc-usa-2,r-usa-vip-5067,VIP,581.34
cc-usa-1,r-usa-vip-5109,VIP,583.77
cc-usa-1,r-usa-vip-5175,VIP,583.77
cc-usa-2,r-usa-vip-5209,VIP,581.34
cc-usa-1,r-usa-vip-5211,VIP,583.77
cc-usa-1,r-usa-vip-5362,VIP,583.77
cc-usa-1,r-usa-vip-5386,VIP,583.77
cc-usa-1,r-usa-vip-5486,VIP,583.77
cc-usa-2,r-usa-vip-5511,VIP,581.34
cc-usa-1,r-usa-vip-5552,VIP,583.77
cc-usa-2,r-usa-vip-5574,VIP,581.34
cc-usa-1,r-usa-vip-5823,VIP,583.77
cc-usa-2,r-usa-vip-5828,VIP,581.34
cc-usa-2,r-usa-vip-5843,VIP,581.34
cc-usa-2,r-usa-vip-5905,VIP,581.34
cc-usa-1,r-usa-vip-6090,VIP,583.77
cc-usa-1,r-usa-vip-6221,VIP,583.77
cc-usa-2,r-usa-vip-6319,VIP,581.34
cc-usa-1,r-usa-vip-6424,VIP,583.77
cc-usa-2,r-usa-vip-6443,VIP,581.34
cc-usa-2,r-usa-vip-6445,VIP,581.34
cc-usa-2,r-usa-vip-6460,VIP,581.34
cc-usa-1,r-usa-vip-6492,VIP,583.77
cc-usa-1,r-usa-vip-6503,VIP,583.77
cc-usa-1,r-usa-vip-6512,VIP,583.77
cc-usa-1,r-usa-vip-6631,VIP,583.77
cc-usa-1,r-usa-vip-6680,VIP,583.77
cc-usa-1,r-usa-vip-6681,VIP,583.77
cc-usa-1,r-usa-vip-6684,VIP,583.77
cc-usa-1,r-usa-vip-6691,VIP,583.77
cc-usa-1,r-usa-vip-6830,VIP,583.77
cc-usa-1,r-usa-vip-6846,VIP,583.77
cc-usa-2,r-usa-vip-6904,VIP,581.34
cc-usa-1,r-usa-vip-6908,VIP,583.77
cc-usa-2,r-usa-vip-6965,VIP,581.34
cc-usa-2,r-usa-vip-6997,VIP,581.34
cc-usa-2,r-usa-vip-7034,VIP,581.34
cc-usa-1,r-usa-vip-7060,VIP,583.77
cc-usa-1,r-usa-vip-7108,VIP,583.77
cc-usa-1,r-usa-vip-7224,VIP,583.77
cc-usa-2,r-usa-vip-7231,VIP,581.34
cc-usa-2,r-usa-vip-7232,VIP,581.34
cc-usa-2,r-usa-vip-7363,VIP,581.34
cc-usa-2,r-usa-vip-7388,VIP,581.34
cc-usa-2,r-usa-vip-7447,VIP,581.34
cc-usa-2,r-usa-vip-7461,VIP,581.34
cc-usa-2,r-usa-vip-7591,VIP,581.34
cc-usa-1,r-usa-vip-7609,VIP,583.77
cc-usa-1,r-usa-vip-7633,VIP,583.77
cc-usa-2,r-usa-vip-7659,VIP,581.34
cc-usa-2,r-usa-vip-7670,VIP,581.34
cc-usa-2,r-usa-vip-7671,VIP,581.34
cc-usa-1,r-usa-vip-7672,VIP,583.77
cc-usa-1,r-usa-vip-7793,VIP,583.77
cc-usa-2,r-usa-vip-7797,VIP,581.34
cc-usa-1,r-usa-vip-7903,VIP,583.77
cc-usa-1,r-usa-vip-7934,VIP,583.77
cc-usa-2,r-usa-vip-7948,VIP,581.34
cc-usa-2,r-usa-vip-7964,VIP,581.34
cc-usa-2,r-usa-vip-8037,VIP,581.34
cc-usa-1,r-usa-vip-8074,VIP,583.77
cc-usa-1,r-usa-vip-8096,VIP,583.77
cc-usa-2,r-usa-vip-8103,VIP,581.34
cc-usa-2,r-usa-vip-8118,VIP,581.34
cc-usa-1,r-usa-vip-8188,VIP,583.77
cc-usa-2,r-usa-vip-8201,VIP,581.34
cc-usa-1,r-usa-vip-8225,VIP,583.77
cc-usa-2,r-usa-vip-8268,VIP,581.34
cc-usa-1,r-usa-vip-8290,VIP,583.77
cc-usa-2,r-usa-vip-8298,VIP,581.34
cc-usa-1,r-usa-vip-8307,VIP,583.77
cc-usa-1,r-usa-vip-8473,VIP,583.77
cc-usa-1,r-usa-vip-8476,VIP,583.77
cc-usa-2,r-usa-vip-8500,VIP,581.34
cc-usa-1,r-usa-vip-8522,VIP,583.77
cc-usa-2,r-usa-vip-8527,VIP,581.34
cc-usa-1,r-usa-vip-8554,VIP,583.77
cc-usa-1,r-usa-vip-8614,VIP,583.77
cc-usa-1,r-usa-vip-8668,VIP,583.77
cc-usa-2,r-usa-vip-8838,VIP,581.34
cc-usa-2,r-usa-vip-8986,VIP,581.34
cc-usa-2,r-usa-vip-9002,VIP,581.34
cc-usa-2,r-usa-vip-9112,VIP,581.34
cc-usa-1,r-usa-vip-9116,VIP,583.77
cc-usa-2,r-usa-vip-9178,VIP,581.34
cc-usa-2,r-usa-vip-9203,VIP,581.34
cc-usa-1,r-usa-vip-9226,VIP,583.77
cc-usa-2,r-usa-vip-9410,VIP,581.34
cc-usa-1,r-usa-vip-9431,VIP,583.77
cc-usa-1,r-usa-vip-9435,VIP,583.77
cc-usa-1,r-usa-vip-9436,VIP,583.77
cc-usa-1,r-usa-vip-9441,VIP,583.77
cc-usa-1,r-usa-vip-9494,VIP,583.77
cc-usa-1,r-usa-vip-9671,VIP,583.77
cc-usa-1,r-usa-vip-9673,VIP,583.77
cc-usa-1,r-usa-vip-9793,VIP,583.77
cc-usa-1,r-usa-vip-9809,VIP,583.77
cc-usa-2,r-usa-vip-9811,VIP,581.34
cc-usa-2,r-usa-vip-9893,VIP,581.34
cc-usa-1,r-usa-vip-9928,VIP,583.77
cc-usa-1,r-usa-vip-9932,VIP,583.77
cc-usa-1,r-usa-vip-9967,VIP,583.77
cc-usa-1,r-usa-vip-9978,VIP,583.77
cc-usa-2,r-usa-vvip-0010,VVIP,903.88
cc-usa-2,r-usa-vvip-0013,VVIP,903.88
cc-usa-1,r-usa-vvip-0092,VVIP,937.89
cc-usa-1,r-usa-vvip-0115,VVIP,937.89
cc-usa-2,r-usa-vvip-0171,VVIP,903.88
cc-usa-1,r-usa-vvip-0225,VVIP,937.89
cc-usa-2,r-usa-vvip-0295,VVIP,903.88
cc-usa-1,r-usa-vvip-0312,VVIP,937.89
cc-usa-1,r-usa-vvip-0324,VVIP,937.89
cc-usa-2,r-usa-vvip-0353,VVIP,903.88
cc-usa-1,r-usa-vvip-0368,VVIP,937.89
cc-usa-2,r-usa-vvip-0368,VVIP,903.88
cc-usa-2,r-usa-vvip-0392,VVIP,903.88
cc-usa-1,r-usa-vvip-0440,VVIP,937.89
cc-usa-2,r-usa-vvip-0497,VVIP,903.88
cc-usa-1,r-usa-vvip-0506,VVIP,937.89
cc-usa-2,r-usa-vvip-0660,VVIP,903.88
cc-usa-1,r-usa-vvip-0832,VVIP,937.89
cc-usa-2,r-usa-vvip-0863,VVIP,903.88
cc-usa-1,r-usa-vvip-0869,VVIP,937.89
cc-usa-1,r-usa-vvip-0917,VVIP,937.89
cc-usa-2,r-usa-vvip-0977,VVIP,903.88
cc-usa-1,r-usa-vvip-1018,VVIP,937.89
cc-usa-2,r-usa-vvip-1018,VVIP,903.88
cc-usa-1,r-usa-vvip-1149,VVIP,937.89
cc-usa-1,r-usa-vvip-1200,VVIP,937.89
cc-usa-1,r-usa-vvip-1260,VVIP,937.89
cc-usa-1,r-usa-vvip-1275,VVIP,937.89
cc-usa-2,r-usa-vvip-1291,VVIP,903.88
cc-usa-1,r-usa-vvip-1304,VVIP,937.89
cc-usa-1,r-usa-vvip-1305,VVIP,937.89
cc-usa-2,r-usa-vvip-1349,VVIP,903.88
cc-usa-1,r-usa-vvip-1409,VVIP,937.89
cc-usa-1,r-usa-vvip-1411,VVIP,937.89
cc-usa-1,r-usa-vvip-1467,VVIP,937.89
cc-usa-1,r-usa-vvip-1487,VVIP,937.89
cc-usa-2,r-usa-vvip-1600,VVIP,903.88
cc-usa-1,r-usa-vvip-1611,VVIP,937.89
cc-usa-1,r-usa-vvip-1630,VVIP,937.89
cc-usa-1,r-usa-vvip-1740,VVIP,937.89
cc-usa-2,r-usa-vvip-1746,VVIP,903.88
cc-usa-2,r-usa-vvip-1766,VVIP,903.88
cc-usa-2,r-usa-vvip-1804,VVIP,903.88
cc-usa-1,r-usa-vvip-1922,VVIP,937.89
cc-usa-2,r-usa-vvip-1930,VVIP,903.88
cc-usa-1,r-usa-vvip-1935,VVIP,937.89
cc-usa-1,r-usa-vvip-1951,VVIP,937.89
cc-usa-2,r-usa-vvip-1965,VVIP,903.88
cc-usa-2,r-usa-vvip-1982,VVIP,903.88
cc-usa-1,r-usa-vvip-2024,VVIP,937.89
cc-usa-1,r-usa-vvip-2144,VVIP,937.89
cc-usa-2,r-usa-vvip-2168,VVIP,903.88
cc-usa-2,r-usa-vvip-2218,VVIP,903.88
cc-usa-2,r-usa-vvip-2231,VVIP,903.88
cc-usa-1,r-usa-vvip-2306,VVIP,937.89
cc-usa-2,r-usa-vvip-2313,VVIP,903.88
cc-usa-2,r-usa-vvip-2328,VVIP,903.88
cc-usa-2,r-usa-vvip-2335,VVIP,903.88
cc-usa-1,r-usa-vvip-2335,VVIP,937.89
cc-usa-1,r-usa-vvip-2374,VVIP,937.89
cc-usa-1,r-usa-vvip-2384,VVIP,937.89
cc-usa-2,r-usa-vvip-2410,VVIP,903.88
cc-usa-1,r-usa-vvip-2473,VVIP,937.89
cc-usa-2,r-usa-vvip-2478,VVIP,903.88
cc-usa-1,r-usa-vvip-2525,VVIP,937.89
cc-usa-1,r-usa-vvip-2624,VVIP,937.89
cc-usa-1,r-usa-vvip-2636,VVIP,937.89
cc-usa-2,r-usa-vvip-2854,VVIP,903.88
cc-usa-1,r-usa-vvip-2909,VVIP,937.89
cc-usa-2,r-usa-vvip-2956,VVIP,903.88
cc-usa-2,r-usa-vvip-3006,VVIP,903.88
cc-usa-1,r-usa-vvip-3027,VVIP,937.89
cc-usa-1,r-usa-vvip-3048,VVIP,937.89
cc-usa-2,r-usa-vvip-3159,VVIP,903.88
cc-usa-2,r-usa-vvip-3164,VVIP,903.88
cc-usa-1,r-usa-vvip-3276,VVIP,937.89
cc-usa-2,r-usa-vvip-3368,VVIP,903.88
cc-usa-2,r-usa-vvip-3369,VVIP,903.88
cc-usa-1,r-usa-vvip-3447,VVIP,937.89
cc-usa-1,r-usa-vvip-3519,VVIP,937.89
cc-usa-2,r-usa-vvip-3535,VVIP,903.88
cc-usa-1,r-usa-vvip-3554,VVIP,937.89
cc-usa-2,r-usa-vvip-3582,VVIP,903.88
cc-usa-2,r-usa-vvip-3588,VVIP,903.88
cc-usa-2,r-usa-vvip-3697,VVIP,903.88
cc-usa-2,r-usa-vvip-3752,VVIP,903.88
cc-usa-2,r-usa-vvip-3769,VVIP,903.88
cc-usa-2,r-usa-vvip-3826,VVIP,903.88
cc-usa-2,r-usa-vvip-3841,VVIP,903.88
cc-usa-1,r-usa-vvip-3873,VVIP,937.89
cc-usa-2,r-usa-vvip-3919,VVIP,903.88
cc-usa-1,r-usa-vvip-4044,VVIP,937.89
cc-usa-2,r-usa-vvip-4086,VVIP,903.88
cc-usa-2,r-usa-vvip-4195,VVIP,903.88
cc-usa-1,r-usa-vvip-4200,VVIP,937.89
cc-usa-1,r-usa-vvip-4215,VVIP,937.89
cc-usa-2,r-usa-vvip-4264,VVIP,903.88
cc-usa-1,r-usa-vvip-4282,VVIP,937.89
cc-usa-1,r-usa-vvip-4284,VVIP,937.89
cc-usa-1,r-usa-vvip-4311,VVIP,937.89
cc-usa-1,r-usa-vvip-4396,VVIP,937.89
cc-usa-2,r-usa-vvip-4423,VVIP,903.88
cc-usa-2,r-usa-vvip-4456,VVIP,903.88
cc-usa-1,r-usa-vvip-4527,VVIP,937.89
cc-usa-2,r-usa-vvip-4531,VVIP,903.88
cc-usa-1,r-usa-vvip-4562,VVIP,937.89
cc-usa-1,r-usa-vvip-4592,VVIP,937.89
cc-usa-2,r-usa-vvip-4684,VVIP,903.88
cc-usa-2,r-usa-vvip-4855,VVIP,903.88
cc-usa-2,r-usa-vvip-4957,VVIP,903.88
cc-usa-1,r-usa-vvip-4988,VVIP,937.89
cc-usa-1,r-usa-vvip-5040,VVIP,937.89
cc-usa-1,r-usa-vvip-5099,VVIP,937.89
cc-usa-2,r-usa-vvip-5105,VVIP,903.88
cc-usa-2,r-usa-vvip-5289,VVIP,903.88
cc-usa-2,r-usa-vvip-5375,VVIP,903.88
cc-usa-1,r-usa-vvip-5400,VVIP,937.89
cc-usa-2,r-usa-vvip-5440,VVIP,903.88
cc-usa-1,r-usa-vvip-5440,VVIP,937.89
cc-usa-1,r-usa-vvip-5463,VVIP,937.89
cc-usa-1,r-usa-vvip-5487,VVIP,937.89
cc-usa-2,r-usa-vvip-5518,VVIP,903.88
cc-usa-1,r-usa-vvip-5555,VVIP,937.89
cc-usa-1,r-usa-vvip-5574,VVIP,937.89
cc-usa-2,r-usa-vvip-5605,VVIP,903.88
cc-usa-2,r-usa-vvip-5671,VVIP,903.88
cc-usa-2,r-usa-vvip-5770,VVIP,903.88
cc-usa-1,r-usa-vvip-5831,VVIP,937.89
cc-usa-1,r-usa-vvip-5843,VVIP,937.89
cc-usa-2,r-usa-vvip-5850,VVIP,903.88
cc-usa-2,r-usa-vvip-5947,VVIP,903.88
cc-usa-1,r-usa-vvip-6023,VVIP,937.89
cc-usa-1,r-usa-vvip-6156,VVIP,937.89
cc-usa-1,r-usa-vvip-6274,VVIP,937.89
cc-usa-1,r-usa-vvip-6343,VVIP,937.89
cc-usa-2,r-usa-vvip-6365,VVIP,903.88
cc-usa-1,r-usa-vvip-6397,VVIP,937.89
cc-usa-2,r-usa-vvip-6405,VVIP,903.88
cc-usa-2,r-usa-vvip-6422,VVIP,903.88
cc-usa-2,r-usa-vvip-6477,VVIP,903.88
cc-usa-2,r-usa-vvip-6556,VVIP,903.88
cc-usa-2,r-usa-vvip-6627,VVIP,903.88
cc-usa-2,r-usa-vvip-6630,VVIP,903.88
cc-usa-2,r-usa-vvip-6671,VVIP,903.88
cc-usa-2,r-usa-vvip-6675,VVIP,903.88
cc-usa-2,r-usa-vvip-6701,VVIP,903.88
cc-usa-1,r-usa-vvip-6717,VVIP,937.89
cc-usa-1,r-usa-vvip-6726,VVIP,937.89
cc-usa-1,r-usa-vvip-6778,VVIP,937.89
cc-usa-1,r-usa-vvip-6800,VVIP,937.89
cc-usa-2,r-usa-vvip-6836,VVIP,903.88
cc-usa-2,r-usa-vvip-6837,VVIP,903.88
cc-usa-2,r-usa-vvip-6965,VVIP,903.88
cc-usa-2,r-usa-vvip-6976,VVIP,903.88
cc-usa-1,r-usa-vvip-7091,VVIP,937.89
cc-usa-1,r-usa-vvip-7095,VVIP,937.89
cc-usa-1,r-usa-vvip-7116,VVIP,937.89
cc-usa-2,r-usa-vvip-7212,VVIP,903.88
cc-usa-1,r-usa-vvip-7275,VVIP,937.89
cc-usa-2,r-usa-vvip-7284,VVIP,903.88
cc-usa-1,r-usa-vvip-7332,VVIP,937.89
cc-usa-1,r-usa-vvip-7378,VVIP,937.89
cc-usa-1,r-usa-vvip-7463,VVIP,937.89
cc-usa-1,r-usa-vvip-7491,VVIP,937.89
cc-usa-2,r-usa-vvip-7524,VVIP,903.88
cc-usa-1,r-usa-vvip-7541,VVIP,937.89
cc-usa-1,r-usa-vvip-7548,VVIP,937.89
cc-usa-1,r-usa-vvip-7559,VVIP,937.89
cc-usa-2,r-usa-vvip-7668,VVIP,903.88
cc-usa-1,r-usa-vvip-7711,VVIP,937.89
cc-usa-2,r-usa-vvip-7776,VVIP,903.88
cc-usa-1,r-usa-vvip-7850,VVIP,937.89
cc-usa-2,r-usa-vvip-7863,VVIP,903.88
cc-usa-2,r-usa-vvip-7869,VVIP,903.88
cc-usa-1,r-usa-vvip-7878,VVIP,937.89
cc-usa-2,r-usa-vvip-7954,VVIP,903.88
cc-usa-2,r-usa-vvip-7965,VVIP,903.88
cc-usa-2,r-usa-vvip-7987,VVIP,903.88
cc-usa-1,r-usa-vvip-8003,VVIP,937.89
cc-usa-1,r-usa-vvip-8029,VVIP,937.89
cc-usa-1,r-usa-vvip-8066,VVIP,937.89
cc-usa-1,r-usa-vvip-8107,VVIP,937.89
cc-usa-2,r-usa-vvip-8233,VVIP,903.88
cc-usa-1,r-usa-vvip-8272,VVIP,937.89
cc-usa-1,r-usa-vvip-8285,VVIP,937.89
cc-usa-2,r-usa-vvip-8323,VVIP,903.88
cc-usa-2,r-usa-vvip-8371,VVIP,903.88
cc-usa-1,r-usa-vvip-8413,VVIP,937.89
cc-usa-1,r-usa-vvip-8426,VVIP,937.89
cc-usa-2,r-usa-vvip-8438,VVIP,903.88
cc-usa-1,r-usa-vvip-8452,VVIP,937.89
cc-usa-1,r-usa-vvip-8468,VVIP,937.89
cc-usa-2,r-usa-vvip-8567,VVIP,903.88
cc-usa-1,r-usa-vvip-8579,VVIP,937.89
cc-usa-2,r-usa-vvip-8601,VVIP,903.88
cc-usa-2,r-usa-vvip-8641,VVIP,903.88
cc-usa-1,r-usa-vvip-8808,VVIP,937.89
cc-usa-2,r-usa-vvip-8829,VVIP,903.88
cc-usa-1,r-usa-vvip-8849,VVIP,937.89
cc-usa-1,r-usa-vvip-8915,VVIP,937.89
cc-usa-1,r-usa-vvip-8952,VVIP,937.89
cc-usa-1,r-usa-vvip-8956,VVIP,937.89
cc-usa-2,r-usa-vvip-8975,VVIP,903.88
cc-usa-1,r-usa-vvip-9083,VVIP,937.89
cc-usa-1,r-usa-vvip-9093,VVIP,937.89
cc-usa-2,r-usa-vvip-9100,VVIP,903.88
cc-usa-1,r-usa-vvip-9108,VVIP,937.89
cc-usa-2,r-usa-vvip-9121,VVIP,903.88
cc-usa-2,r-usa-vvip-9127,VVIP,903.88
cc-usa-2,r-usa-vvip-9131,VVIP,903.88
cc-usa-2,r-usa-vvip-9134,VVIP,903.88
cc-usa-2,r-usa-vvip-9190,VVIP,903.88
cc-usa-2,r-usa-vvip-9215,VVIP,903.88
cc-usa-1,r-usa-vvip-9372,VVIP,937.89
cc-usa-2,r-usa-vvip-9434,VVIP,903.88
cc-usa-2,r-usa-vvip-9487,VVIP,903.88
cc-usa-1,r-usa-vvip-9585,VVIP,937.89
cc-usa-1,r-usa-vvip-9629,VVIP,937.89
cc-usa-2,r-usa-vvip-9699,VVIP,903.88
cc-usa-1,r-usa-vvip-9841,VVIP,937.89
cc-usa-1,r-usa-vvip-9921,VVIP,937.89
