room_id,room_type,care_center_id,rate
r-usa-iii-3643,Class III,cc-usa-2,59.92
r-usa-vvip-7869,VVIP,cc-usa-2,903.88
r-usa-vip-4988,VIP,cc-usa-2,581.34
r-usa-vvip-9121,VVIP,cc-usa-2,903.88
r-usa-vvip-0312,VVIP,cc-usa-1,937.89
r-usa-vvip-1409,VVIP,cc-usa-1,937.89
r-usa-vip-8986,VIP,cc-usa-2,581.34
r-usa-ii-9504,Class II,cc-usa-2,159.82
r-usa-vvip-3369,VVIP,cc-usa-2,903.88
r-usa-ii-6012,Class II,cc-usa-2,159.82
r-usa-vip-9978,VIP,cc-usa-1,583.77
r-usa-ii-6784,Class II,cc-usa-2,159.82
r-usa-vip-0545,VIP,cc-usa-2,581.34
r-usa-vvip-0497,VVIP,cc-usa-2,903.88
r-usa-i-2712,Class I,cc-usa-1,333.78
r-usa-iii-8028,Class III,cc-usa-2,59.92
r-usa-vvip-0869,VVIP,cc-usa-1,937.89
r-usa-iii-5504,Class III,cc-usa-1,109.67
r-usa-vvip-3919,VVIP,cc-usa-2,903.88
r-usa-ii-4307,Class II,cc-usa-1,158.98
r-usa-iii-4779,Class III,cc-usa-2,59.92
r-usa-i-5144,Class I,cc-usa-1,333.78
r-usa-vip-1908,VIP,cc-usa-2,581.34
r-usa-vvip-6422,VVIP,cc-usa-2,903.88
r-usa-i-4864,Class I,cc-usa-1,333.78
r-usa-vip-1305,VIP,cc-usa-1,583.77
r-usa-i-8447,Class I,cc-usa-2,468.28
r-usa-vvip-9434,VVIP,cc-usa-2,903.88
r-usa-ii-5060,Class II,cc-usa-1,158.98
r-usa-vip-1497,VIP,cc-usa-1,583.77
r-usa-ii-3998,Class II,cc-usa-1,158.98
r-usa-i-1892,Class I,cc-usa-1,333.78
r-usa-iii-8621,Class III,cc-usa-2,59.92
r-usa-i-2093,Class I,cc-usa-2,468.28
r-usa-vvip-4311,VVIP,cc-usa-1,937.89
r-usa-vvip-7954,VVIP,cc-usa-2,903.88
r-usa-vip-1268,VIP,cc-usa-1,583.77
r-usa-vvip-8808,VVIP,cc-usa-1,937.89
r-usa-vvip-9372,VVIP,cc-usa-1,937.89
r-usa-ii-1667,Class II,cc-usa-2,159.82
r-usa-i-7336,Class I,cc-usa-2,468.28
r-usa-ii-4331,Class II,cc-usa-2,159.82
r-usa-i-8784,Class I,cc-usa-1,333.78
r-usa-vvip-9190,VVIP,cc-usa-2,903.88
r-usa-i-2192,Class I,cc-usa-1,333.78
r-usa-vvip-9585,VVIP,cc-usa-1,937.89
r-usa-ii-9018,Class II,cc-usa-1,158.98
r-usa-vip-6691,VIP,cc-usa-1,583.77
r-usa-vvip-4086,VVIP,cc-usa-2,903.88
r-usa-iii-5012,Class III,cc-usa-2,59.92
r-usa-iii-0994,Class III,cc-usa-1,109.67
r-usa-vvip-1746,VVIP,cc-usa-2,903.88
r-usa-i-5003,Class I,cc-usa-2,468.28
r-usa-ii-7211,Class II,cc-usa-1,158.98
r-usa-vip-3270,VIP,cc-usa-2,581.34
r-usa-vvip-9100,VVIP,cc-usa-2,903.88
r-usa-iii-6197,Class III,cc-usa-1,109.67
r-usa-vip-1185,VIP,cc-usa-2,581.34
r-usa-ii-0176,Class II,cc-usa-1,158.98
r-usa-vvip-5440,VVIP,cc-usa-2,903.88
r-usa-iii-9084,Class III,cc-usa-2,59.92
r-usa-ii-0172,Class II,cc-usa-1,158.98
r-usa-ii-2961,Class II,cc-usa-1,158.98
r-usa-ii-1925,Class II,cc-usa-1,158.98
r-usa-ii-0937,Class II,cc-usa-2,159.82
r-usa-vvip-8066,VVIP,cc-usa-1,937.89
r-usa-iii-8749,Class III,cc-usa-2,59.92
r-usa-i-6141,Class I,cc-usa-1,333.78
r-usa-vvip-9921,VVIP,cc-usa-1,937.89
r-usa-ii-1649,Class II,cc-usa-1,158.98
r-usa-i-4233,Class I,cc-usa-2,468.28
r-usa-i-8328,Class I,cc-usa-1,333.78
r-usa-iii-8872,Class III,cc-usa-2,59.92
r-usa-vip-3369,VIP,cc-usa-2,581.34
r-usa-ii-9369,Class II,cc-usa-2,159.82
r-usa-vip-2751,VIP,cc-usa-2,581.34
r-usa-i-4348,Class I,cc-usa-2,468.28
r-usa-vvip-1951,VVIP,cc-usa-1,937.89
r-usa-vvip-5040,VVIP,cc-usa-1,937.89
r-usa-i-9010,Class I,cc-usa-1,333.78
r-usa-ii-0853,Class II,cc-usa-1,158.98
r-usa-vip-6904,VIP,cc-usa-2,581.34
r-usa-iii-7880,Class III,cc-usa-2,59.92
r-usa-vip-2606,VIP,cc-usa-1,583.77
r-usa-vvip-0440,VVIP,cc-usa-1,937.89
r-usa-ii-0606,Class II,cc-usa-2,159.82
r-usa-vvip-6800,VVIP,cc-usa-1,937.89
r-usa-vvip-7378,VVIP,cc-usa-1,937.89
r-usa-iii-8570,Class III,cc-usa-2,59.92
r-usa-i-0127,Class I,cc-usa-2,468.28
r-usa-vvip-0832,VVIP,cc-usa-1,937.89
r-usa-vip-4095,VIP,cc-usa-1,583.77
r-usa-ii-5846,Class II,cc-usa-1,158.98
r-usa-vip-8307,VIP,cc-usa-1,583.77
r-usa-vip-9441,VIP,cc-usa-1,583.77
r-usa-ii-5337,Class II,cc-usa-2,159.82
r-usa-iii-2377,Class III,cc-usa-2,59.92
r-usa-ii-8807,Class II,cc-usa-1,158.98
r-usa-ii-6028,Class II,cc-usa-2,159.82
r-usa-iii-7901,Class III,cc-usa-1,109.67
r-usa-i-2071,Class I,cc-usa-1,333.78
r-usa-vip-9116,VIP,cc-usa-1,583.77
r-usa-i-7962,Class I,cc-usa-2,468.28
r-usa-ii-2360,Class II,cc-usa-2,159.82
r-usa-iii-3020,Class III,cc-usa-2,59.92
r-usa-ii-4429,Class II,cc-usa-1,158.98
r-usa-vvip-1611,VVIP,cc-usa-1,937.89
r-usa-vip-9112,VIP,cc-usa-2,581.34
r-usa-vvip-4044,VVIP,cc-usa-1,937.89
r-usa-i-2617,Class I,cc-usa-2,468.28
r-usa-iii-7186,Class III,cc-usa-1,109.67
r-usa-vip-4315,VIP,cc-usa-2,581.34
r-usa-iii-0330,Class III,cc-usa-2,59.92
r-usa-iii-8314,Class III,cc-usa-1,109.67
r-usa-vip-0986,VIP,cc-usa-1,583.77
r-usa-i-0405,Class I,cc-usa-2,468.28
r-usa-iii-3791,Class III,cc-usa-1,109.67
r-usa-iii-4472,Class III,cc-usa-1,109.67
r-usa-iii-4759,Class III,cc-usa-2,59.92
r-usa-ii-9033,Class II,cc-usa-2,159.82
r-usa-i-5225,Class I,cc-usa-1,333.78
r-usa-vip-4234,VIP,cc-usa-2,581.34
r-usa-i-9792,Class I,cc-usa-2,468.28
r-usa-ii-4462,Class II,cc-usa-2,159.82
r-usa-vip-6424,VIP,cc-usa-1,583.77
r-usa-i-5745,Class I,cc-usa-2,468.28
r-usa-ii-8331,Class II,cc-usa-2,159.82
r-usa-i-8535,Class I,cc-usa-1,333.78
r-usa-ii-6359,Class II,cc-usa-1,158.98
r-usa-vip-2415,VIP,cc-usa-2,581.34
r-usa-vip-2485,VIP,cc-usa-2,581.34
r-usa-iii-7625,Class III,cc-usa-1,109.67
r-usa-i-7295,Class I,cc-usa-2,468.28
r-usa-ii-1618,Class II,cc-usa-2,159.82
r-usa-vvip-0368,VVIP,cc-usa-1,937.89
r-usa-iii-4127,Class III,cc-usa-1,109.67
r-usa-vvip-8952,VVIP,cc-usa-1,937.89
r-usa-ii-5367,Class II,cc-usa-1,158.98
r-usa-ii-5013,Class II,cc-usa-1,158.98
r-usa-vvip-3519,VVIP,cc-usa-1,937.89
r-usa-i-9626,Class I,cc-usa-1,333.78
r-usa-vvip-6627,VVIP,cc-usa-2,903.88
r-usa-vip-3217,VIP,cc-usa-1,583.77
r-usa-vip-4932,VIP,cc-usa-2,581.34
r-usa-vvip-8641,VVIP,cc-usa-2,903.88
r-usa-i-2465,Class I,cc-usa-2,468.28
r-usa-i-8644,Class I,cc-usa-1,333.78
r-usa-iii-7236,Class III,cc-usa-2,59.92
r-usa-vip-3759,VIP,cc-usa-2,581.34
r-usa-iii-9267,Class III,cc-usa-2,59.92
r-usa-iii-4653,Class III,cc-usa-1,109.67
r-usa-iii-9672,Class III,cc-usa-2,59.92
r-usa-iii-9709,Class III,cc-usa-1,109.67
r-usa-iii-2681,Class III,cc-usa-1,109.67
r-usa-i-6282,Class I,cc-usa-1,333.78
r-usa-i-0403,Class I,cc-usa-1,333.78
r-usa-vvip-8272,VVIP,cc-usa-1,937.89
r-usa-ii-9570,Class II,cc-usa-1,158.98
r-usa-vip-8298,VIP,cc-usa-2,581.34
r-usa-vvip-1467,VVIP,cc-usa-1,937.89
r-usa-vvip-1149,VVIP,cc-usa-1,937.89
r-usa-vvip-9093,VVIP,cc-usa-1,937.89
r-usa-vip-3953,VIP,cc-usa-1,583.77
r-usa-vvip-4988,VVIP,cc-usa-1,937.89
r-usa-iii-0187,Class III,cc-usa-1,109.67
r-usa-vip-5905,VIP,cc-usa-2,581.34
r-usa-vvip-5289,VVIP,cc-usa-2,903.88
r-usa-vip-3140,VIP,cc-usa-1,583.77
r-usa-vvip-5671,VVIP,cc-usa-2,903.88
r-usa-vip-2467,VIP,cc-usa-2,581.34
r-usa-vip-9435,VIP,cc-usa-1,583.77
r-usa-i-3511,Class I,cc-usa-1,333.78
r-usa-ii-6228,Class II,cc-usa-2,159.82
r-usa-vvip-9127,VVIP,cc-usa-2,903.88
r-usa-vip-3089,VIP,cc-usa-2,581.34
r-usa-i-0912,Class I,cc-usa-2,468.28
r-usa-ii-0552,Class II,cc-usa-1,158.98
r-usa-vvip-0010,VVIP,cc-usa-2,903.88
r-usa-vvip-7095,VVIP,cc-usa-1,937.89
r-usa-vvip-1740,VVIP,cc-usa-1,937.89
r-usa-ii-6591,Class II,cc-usa-1,158.98
r-usa-i-0778,Class I,cc-usa-1,333.78
r-usa-i-5914,Class I,cc-usa-2,468.28
r-usa-vip-3979,VIP,cc-usa-1,583.77
r-usa-vvip-7878,VVIP,cc-usa-1,937.89
r-usa-ii-6883,Class II,cc-usa-1,158.98
r-usa-vvip-8029,VVIP,cc-usa-1,937.89
r-usa-vip-5362,VIP,cc-usa-1,583.77
r-usa-ii-3452,Class II,cc-usa-1,158.98
r-usa-i-1217,Class I,cc-usa-2,468.28
r-usa-vip-2208,VIP,cc-usa-2,581.34
r-usa-vip-6631,VIP,cc-usa-1,583.77
r-usa-i-4381,Class I,cc-usa-1,333.78
r-usa-ii-9939,Class II,cc-usa-1,158.98
r-usa-ii-1818,Class II,cc-usa-2,159.82
r-usa-iii-8902,Class III,cc-usa-2,59.92
r-usa-ii-9506,Class II,cc-usa-1,158.98
r-usa-vip-5109,VIP,cc-usa-1,583.77
r-usa-i-4571,Class I,cc-usa-1,333.78
r-usa-i-5495,Class I,cc-usa-2,468.28
r-usa-i-7492,Class I,cc-usa-1,333.78
r-usa-i-1982,Class I,cc-usa-1,333.78
r-usa-i-2455,Class I,cc-usa-2,468.28
r-usa-vvip-6976,VVIP,cc-usa-2,903.88
r-usa-i-2320,Class I,cc-usa-2,468.28
r-usa-ii-7445,Class II,cc-usa-1,158.98
r-usa-ii-4327,Class II,cc-usa-2,159.82
r-usa-vip-0642,VIP,cc-usa-2,581.34
r-usa-iii-1081,Class III,cc-usa-2,59.92
r-usa-vvip-3697,VVIP,cc-usa-2,903.88
r-usa-ii-7241,Class II,cc-usa-2,159.82
r-usa-ii-0028,Class II,cc-usa-1,158.98
r-usa-vip-6680,VIP,cc-usa-1,583.77
r-usa-vip-6684,VIP,cc-usa-1,583.77
r-usa-i-5442,Class I,cc-usa-1,333.78
r-usa-ii-9508,Class II,cc-usa-2,159.82
r-usa-iii-5579,Class III,cc-usa-2,59.92
r-usa-i-4082,Class I,cc-usa-2,468.28
r-usa-iii-0500,Class III,cc-usa-2,59.92
r-usa-vip-3142,VIP,cc-usa-1,583.77
r-usa-iii-0779,Class III,cc-usa-1,109.67
r-usa-ii-2716,Class II,cc-usa-1,158.98
r-usa-vvip-6343,VVIP,cc-usa-1,937.89
r-usa-i-6253,Class I,cc-usa-1,333.78
r-usa-iii-7997,Class III,cc-usa-2,59.92
r-usa-vvip-2374,VVIP,cc-usa-1,937.89
r-usa-vvip-3873,VVIP,cc-usa-1,937.89
r-usa-i-8568,Class I,cc-usa-1,333.78
r-usa-vip-7224,VIP,cc-usa-1,583.77
r-usa-vip-1241,VIP,cc-usa-1,583.77
r-usa-i-3667,Class I,cc-usa-2,468.28
r-usa-vvip-3368,VVIP,cc-usa-2,903.88
r-usa-ii-3659,Class II,cc-usa-2,159.82
r-usa-ii-0732,Class II,cc-usa-1,158.98
r-usa-vip-4665,VIP,cc-usa-1,583.77
r-usa-iii-8703,Class III,cc-usa-1,109.67
r-usa-i-0118,Class I,cc-usa-1,333.78
r-usa-vip-0364,VIP,cc-usa-1,583.77
r-usa-iii-2235,Class III,cc-usa-1,109.67
r-usa-vip-7948,VIP,cc-usa-2,581.34
r-usa-ii-4543,Class II,cc-usa-1,158.98
r-usa-iii-8784,Class III,cc-usa-2,59.92
r-usa-vvip-1804,VVIP,cc-usa-2,903.88
r-usa-i-2851,Class I,cc-usa-2,468.28
r-usa-ii-7600,Class II,cc-usa-1,158.98
r-usa-vvip-7275,VVIP,cc-usa-1,937.89
r-usa-ii-4121,Class II,cc-usa-2,159.82
r-usa-vvip-6837,VVIP,cc-usa-2,903.88
r-usa-vvip-8438,VVIP,cc-usa-2,903.88
r-usa-iii-5150,Class III,cc-usa-2,59.92
r-usa-vvip-7541,VVIP,cc-usa-1,937.89
r-usa-ii-6303,Class II,cc-usa-1,158.98
r-usa-vip-4964,VIP,cc-usa-1,583.77
r-usa-iii-8384,Class III,cc-usa-1,109.67
r-usa-iii-6095,Class III,cc-usa-2,59.92
r-usa-ii-0015,Class II,cc-usa-1,158.98
r-usa-iii-4937,Class III,cc-usa-2,59.92
r-usa-ii-5081,Class II,cc-usa-1,158.98
r-usa-vip-0783,VIP,cc-usa-1,583.77
r-usa-iii-0765,Class III,cc-usa-1,109.67
r-usa-vip-6830,VIP,cc-usa-1,583.77
r-usa-i-1485,Class I,cc-usa-2,468.28
r-usa-iii-7349,Class III,cc-usa-2,59.92
r-usa-vvip-7668,VVIP,cc-usa-2,903.88
r-usa-i-6740,Class I,cc-usa-2,468.28
r-usa-vip-3829,VIP,cc-usa-2,581.34
r-usa-ii-7705,Class II,cc-usa-1,158.98
r-usa-iii-4389,Class III,cc-usa-1,109.67
r-usa-vip-5574,VIP,cc-usa-2,581.34
r-usa-i-9668,Class I,cc-usa-2,468.28
r-usa-vip-8838,VIP,cc-usa-2,581.34
r-usa-vip-9893,VIP,cc-usa-2,581.34
r-usa-iii-7755,Class III,cc-usa-1,109.67
r-usa-ii-3837,Class II,cc-usa-1,158.98
r-usa-vip-9811,VIP,cc-usa-2,581.34
r-usa-i-8705,Class I,cc-usa-2,468.28
r-usa-iii-4927,Class III,cc-usa-1,109.67
r-usa-i-0119,Class I,cc-usa-1,333.78
r-usa-i-5091,Class I,cc-usa-2,468.28
r-usa-iii-7677,Class III,cc-usa-1,109.67
r-usa-i-9593,Class I,cc-usa-2,468.28
r-usa-vip-4719,VIP,cc-usa-1,583.77
r-usa-ii-4528,Class II,cc-usa-2,159.82
r-usa-ii-8902,Class II,cc-usa-2,159.82
r-usa-vip-7108,VIP,cc-usa-1,583.77
r-usa-vip-1714,VIP,cc-usa-1,583.77
r-usa-vvip-6156,VVIP,cc-usa-1,937.89
r-usa-vvip-3276,VVIP,cc-usa-1,937.89
r-usa-ii-8186,Class II,cc-usa-1,158.98
r-usa-vip-6681,VIP,cc-usa-1,583.77
r-usa-iii-8975,Class III,cc-usa-2,59.92
r-usa-i-6939,Class I,cc-usa-1,333.78
r-usa-vip-7793,VIP,cc-usa-1,583.77
r-usa-ii-3160,Class II,cc-usa-1,158.98
r-usa-vvip-7863,VVIP,cc-usa-2,903.88
r-usa-iii-2755,Class III,cc-usa-2,59.92
r-usa-ii-4171,Class II,cc-usa-1,158.98
r-usa-iii-9278,Class III,cc-usa-1,109.67
r-usa-iii-6538,Class III,cc-usa-1,109.67
r-usa-iii-2322,Class III,cc-usa-1,109.67
r-usa-vip-8290,VIP,cc-usa-1,583.77
r-usa-ii-5686,Class II,cc-usa-1,158.98
r-usa-vip-2965,VIP,cc-usa-2,581.34
r-usa-iii-7534,Class III,cc-usa-1,109.67
r-usa-i-5992,Class I,cc-usa-2,468.28
r-usa-vvip-5487,VVIP,cc-usa-1,937.89
r-usa-vip-3293,VIP,cc-usa-2,581.34
r-usa-i-6934,Class I,cc-usa-1,333.78
r-usa-vvip-6405,VVIP,cc-usa-2,903.88
r-usa-ii-3228,Class II,cc-usa-1,158.98
r-usa-vvip-5770,VVIP,cc-usa-2,903.88
r-usa-i-9837,Class I,cc-usa-2,468.28
r-usa-ii-2533,Class II,cc-usa-2,159.82
r-usa-vvip-2335,VVIP,cc-usa-1,937.89
r-usa-i-6740,Class I,cc-usa-1,333.78
r-usa-i-2319,Class I,cc-usa-2,468.28
r-usa-i-8494,Class I,cc-usa-2,468.28
r-usa-vvip-1965,VVIP,cc-usa-2,903.88
r-usa-ii-3098,Class II,cc-usa-2,159.82
r-usa-iii-9775,Class III,cc-usa-1,109.67
r-usa-i-5305,Class I,cc-usa-2,468.28
r-usa-vvip-7491,VVIP,cc-usa-1,937.89
r-usa-vip-9494,VIP,cc-usa-1,583.77
r-usa-ii-6756,Class II,cc-usa-2,159.82
r-usa-vvip-1018,VVIP,cc-usa-1,937.89
r-usa-ii-1142,Class II,cc-usa-2,159.82
r-usa-iii-0696,Class III,cc-usa-1,109.67
r-usa-i-8934,Class I,cc-usa-1,333.78
r-usa-vvip-2956,VVIP,cc-usa-2,903.88
r-usa-i-3621,Class I,cc-usa-2,468.28
r-usa-ii-7642,Class II,cc-usa-2,159.82
r-usa-i-0788,Class I,cc-usa-2,468.28
r-usa-i-8124,Class I,cc-usa-2,468.28
r-usa-ii-1708,Class II,cc-usa-2,159.82
r-usa-vvip-2909,VVIP,cc-usa-1,937.89
r-usa-vip-9431,VIP,cc-usa-1,583.77
r-usa-ii-8109,Class II,cc-usa-1,158.98
r-usa-ii-3360,Class II,cc-usa-2,159.82
r-usa-i-8625,Class I,cc-usa-1,333.78
r-usa-vvip-4284,VVIP,cc-usa-1,937.89
r-usa-vip-7034,VIP,cc-usa-2,581.34
r-usa-iii-5740,Class III,cc-usa-1,109.67
r-usa-vip-8522,VIP,cc-usa-1,583.77
r-usa-ii-0223,Class II,cc-usa-2,159.82
r-usa-i-4040,Class I,cc-usa-1,333.78
r-usa-iii-9701,Class III,cc-usa-2,59.92
r-usa-vvip-2168,VVIP,cc-usa-2,903.88
r-usa-iii-2249,Class III,cc-usa-1,109.67
r-usa-ii-8214,Class II,cc-usa-1,158.98
r-usa-iii-8771,Class III,cc-usa-1,109.67
r-usa-iii-6189,Class III,cc-usa-2,59.92
r-usa-vvip-7463,VVIP,cc-usa-1,937.89
r-usa-vip-5828,VIP,cc-usa-2,581.34
r-usa-vip-7671,VIP,cc-usa-2,581.34
r-usa-iii-0743,Class III,cc-usa-1,109.67
r-usa-iii-8264,Class III,cc-usa-1,109.67
r-usa-i-3691,Class I,cc-usa-2,468.28
r-usa-vvip-5099,VVIP,cc-usa-1,937.89
r-usa-ii-2981,Class II,cc-usa-2,159.82
r-usa-vvip-0295,VVIP,cc-usa-2,903.88
r-usa-i-5811,Class I,cc-usa-1,333.78
r-usa-vvip-9629,VVIP,cc-usa-1,937.89
r-usa-iii-8707,Class III,cc-usa-1,109.67
r-usa-iii-5800,Class III,cc-usa-2,59.92
r-usa-vip-7060,VIP,cc-usa-1,583.77
r-usa-iii-4257,Class III,cc-usa-2,59.92
r-usa-vvip-5555,VVIP,cc-usa-1,937.89
r-usa-iii-9604,Class III,cc-usa-1,109.67
r-usa-iii-9767,Class III,cc-usa-1,109.67
r-usa-vip-1527,VIP,cc-usa-1,583.77
r-usa-ii-0744,Class II,cc-usa-2,159.82
r-usa-i-1367,Class I,cc-usa-1,333.78
r-usa-vip-9673,VIP,cc-usa-1,583.77
r-usa-iii-5955,Class III,cc-usa-2,59.92
r-usa-vip-9226,VIP,cc-usa-1,583.77
r-usa-vvip-9699,VVIP,cc-usa-2,903.88
r-usa-vvip-0324,VVIP,cc-usa-1,937.89
r-usa-vip-6997,VIP,cc-usa-2,581.34
r-usa-vip-5209,VIP,cc-usa-2,581.34
r-usa-vvip-5574,VVIP,cc-usa-1,937.89
r-usa-vvip-9083,VVIP,cc-usa-1,937.89
r-usa-i-1181,Class I,cc-usa-1,333.78
r-usa-iii-4613,Class III,cc-usa-1,109.67
r-usa-iii-0333,Class III,cc-usa-2,59.92
r-usa-ii-3211,Class II,cc-usa-2,159.82
r-usa-iii-3074,Class III,cc-usa-2,59.92
r-usa-vip-7447,VIP,cc-usa-2,581.34
r-usa-vip-0400,VIP,cc-usa-1,583.77
r-usa-i-5075,Class I,cc-usa-1,333.78
r-usa-vvip-2410,VVIP,cc-usa-2,903.88
r-usa-ii-9094,Class II,cc-usa-1,158.98
r-usa-ii-8815,Class II,cc-usa-1,158.98
r-usa-ii-8531,Class II,cc-usa-1,158.98
r-usa-iii-8327,Class III,cc-usa-1,109.67
r-usa-ii-6155,Class II,cc-usa-1,158.98
r-usa-iii-1296,Class III,cc-usa-2,59.92
r-usa-vvip-2144,VVIP,cc-usa-1,937.89
r-usa-i-0739,Class I,cc-usa-1,333.78
r-usa-ii-2927,Class II,cc-usa-2,159.82
r-usa-vip-6512,VIP,cc-usa-1,583.77
r-usa-iii-3686,Class III,cc-usa-1,109.67
r-usa-iii-0462,Class III,cc-usa-2,59.92
r-usa-vvip-8413,VVIP,cc-usa-1,937.89
r-usa-ii-4811,Class II,cc-usa-1,158.98
r-usa-iii-0063,Class III,cc-usa-1,109.67
r-usa-vip-4660,VIP,cc-usa-1,583.77
r-usa-ii-5348,Class II,cc-usa-2,159.82
r-usa-vip-1359,VIP,cc-usa-1,583.77
r-usa-iii-2758,Class III,cc-usa-2,59.92
r-usa-vvip-0977,VVIP,cc-usa-2,903.88
r-usa-vvip-6701,VVIP,cc-usa-2,903.88
r-usa-vip-7797,VIP,cc-usa-2,581.34
r-usa-ii-1798,Class II,cc-usa-1,158.98
r-usa-iii-3900,Class III,cc-usa-1,109.67
r-usa-iii-5080,Class III,cc-usa-1,109.67
r-usa-iii-7094,Class III,cc-usa-1,109.67
r-usa-vvip-8915,VVIP,cc-usa-1,937.89
r-usa-i-7096,Class I,cc-usa-2,468.28
r-usa-vvip-3006,VVIP,cc-usa-2,903.88
r-usa-i-8839,Class I,cc-usa-2,468.28
r-usa-i-3221,Class I,cc-usa-1,333.78
r-usa-vip-7659,VIP,cc-usa-2,581.34
r-usa-iii-5191,Class III,cc-usa-2,59.92
r-usa-vip-9928,VIP,cc-usa-1,583.77
r-usa-iii-8833,Class III,cc-usa-1,109.67
r-usa-ii-3009,Class II,cc-usa-1,158.98
r-usa-vip-4288,VIP,cc-usa-1,583.77
r-usa-vip-6965,VIP,cc-usa-2,581.34
r-usa-i-2445,Class I,cc-usa-2,468.28
r-usa-vvip-7559,VVIP,cc-usa-1,937.89
r-usa-iii-0135,Class III,cc-usa-1,109.67
r-usa-iii-6226,Class III,cc-usa-1,109.67
r-usa-ii-8835,Class II,cc-usa-1,158.98
r-usa-ii-3845,Class II,cc-usa-2,159.82
r-usa-iii-5340,Class III,cc-usa-1,109.67
r-usa-ii-8872,Class II,cc-usa-2,159.82
r-usa-vvip-4215,VVIP,cc-usa-1,937.89
r-usa-vvip-7965,VVIP,cc-usa-2,903.88
r-usa-i-0962,Class I,cc-usa-1,333.78
r-usa-i-6583,Class I,cc-usa-2,468.28
r-usa-vvip-8426,VVIP,cc-usa-1,937.89
r-usa-i-0983,Class I,cc-usa-2,468.28
r-usa-vvip-5850,VVIP,cc-usa-2,903.88
r-usa-ii-9686,Class II,cc-usa-1,158.98
r-usa-iii-7164,Class III,cc-usa-2,59.92
r-usa-iii-4042,Class III,cc-usa-2,59.92
r-usa-ii-2981,Class II,cc-usa-1,158.98
r-usa-i-2862,Class I,cc-usa-1,333.78
r-usa-vip-4447,VIP,cc-usa-1,583.77
r-usa-ii-9147,Class II,cc-usa-1,158.98
r-usa-iii-6136,Class III,cc-usa-1,109.67
r-usa-vvip-1291,VVIP,cc-usa-2,903.88
r-usa-i-9829,Class I,cc-usa-2,468.28
r-usa-iii-5128,Class III,cc-usa-2,59.92
r-usa-iii-7925,Class III,cc-usa-1,109.67
r-usa-vvip-7776,VVIP,cc-usa-2,903.88
r-usa-i-0031,Class I,cc-usa-1,333.78
r-usa-vip-9671,VIP,cc-usa-1,583.77
r-usa-iii-7499,Class III,cc-usa-2,59.92
r-usa-ii-3058,Class II,cc-usa-1,158.98
r-usa-vip-6221,VIP,cc-usa-1,583.77
r-usa-vip-8225,VIP,cc-usa-1,583.77
r-usa-vip-7363,VIP,cc-usa-2,581.34
r-usa-vip-2707,VIP,cc-usa-1,583.77
r-usa-vip-8096,VIP,cc-usa-1,583.77
r-usa-vip-0071,VIP,cc-usa-2,581.34
r-usa-i-5988,Class I,cc-usa-1,333.78
r-usa-ii-7250,Class II,cc-usa-1,158.98
r-usa-vvip-6778,VVIP,cc-usa-1,937.89
r-usa-i-7924,Class I,cc-usa-1,333.78
r-usa-vip-2978,VIP,cc-usa-1,583.77
r-usa-vvip-4855,VVIP,cc-usa-2,903.88
r-usa-iii-5537,Class III,cc-usa-2,59.92
r-usa-vip-4391,VIP,cc-usa-2,581.34
r-usa-i-8468,Class I,cc-usa-2,468.28
r-usa-i-5008,Class I,cc-usa-1,333.78
r-usa-i-7077,Class I,cc-usa-1,333.78
r-usa-vip-7633,VIP,cc-usa-1,583.77
r-usa-ii-9159,Class II,cc-usa-1,158.98
r-usa-iii-1193,Class III,cc-usa-1,109.67
r-usa-ii-6885,Class II,cc-usa-1,158.98
r-usa-vip-3654,VIP,cc-usa-1,583.77
r-usa-iii-8694,Class III,cc-usa-2,59.92
r-usa-i-6916,Class I,cc-usa-2,468.28
r-usa-vip-1865,VIP,cc-usa-2,581.34
r-usa-ii-9190,Class II,cc-usa-2,159.82
r-usa-ii-6016,Class II,cc-usa-2,159.82
r-usa-iii-8945,Class III,cc-usa-2,59.92
r-usa-ii-7976,Class II,cc-usa-1,158.98
